Company,TypeName,Ram (GB),OpSys,Weight (kg),Width,Heigth,IsTouchscreen,CpuProducer,CpuSpeed (GHz),MemoryType,CombinedMemoryCapacity (GB),GpuProducer,Price_euros
HP,Notebook,4,Windows 10,2.04,1366,768,No,Intel,2.4,SSD,256,Intel,769.99
Lenovo,Notebook,16,Windows 7,2.4,3840,2160,No,Intel,2.7,SSD,512,Nvidia,2968.0
Toshiba,Notebook,8,Windows 10,1.47,1920,1080,No,Intel,2.3,SSD,256,Intel,1490.0
HP,Notebook,8,Windows 10,1.43,1920,1080,No,Intel,2.5,SSD,256,Intel,2229.0
Dell,2 in 1 Convertible,4,Windows 10,2.08,1920,1080,Yes,Intel,2.3,HDD,1024,Intel,795.99
Toshiba,Ultrabook,8,Windows 10,1.2,1920,1080,No,Intel,2.3,SSD,256,Intel,1590.0
HP,Notebook,8,Windows 10,1.11,1920,1080,No,Intel,2.5,SSD,256,Intel,1149.0
HP,Notebook,8,Windows 10,1.64,1920,1080,No,Intel,2.7,SSD,256,Nvidia,1185.43
Dell,Notebook,8,Windows 10,2.09,1920,1080,No,Intel,2.4,HDD,500,Intel,1046.44
HP,Ultrabook,4,Windows 10,1.26,1366,768,No,Intel,2.5,SSD,256,Intel,1559.0
HP,Notebook,4,Windows 10,2.31,1366,768,No,Intel,2.5,HDD,500,Intel,1189.0
HP,Notebook,4,Windows 10,1.95,1366,768,No,Intel,2.5,HDD,500,Intel,1060.0
Dell,Ultrabook,8,Windows 10,1.29,3200,1800,Yes,Intel,2.5,SSD,256,Intel,1624.0
HP,Notebook,8,Windows 10,2.63,1920,1080,No,Intel,2.5,SSD,256,Nvidia,1080.0
HP,Notebook,4,Windows 10,1.64,1366,768,No,Intel,2.5,SSD,256,Intel,973.0
Acer,Notebook,6,Windows 10,2.1,1366,768,No,AMD,3.0,HDD,1024,AMD,409.0
MSI,Gaming,8,Windows 10,2.7,1920,1080,No,Intel,2.8,"SSD, HDD",1152,Nvidia,1191.8
HP,Notebook,8,Windows 7,1.95,1920,1080,No,Intel,2.3,SSD,256,Intel,1195.0
HP,Notebook,8,Windows 10,1.84,1920,1080,No,Intel,2.5,SSD,256,Intel,1228.99
HP,Ultrabook,8,Windows 10,1.26,1920,1080,No,Intel,2.5,SSD,256,Intel,1349.0
HP,Notebook,4,Windows 10,2.04,1366,768,No,Intel,2.5,HDD,500,Intel,742.0
Toshiba,Ultrabook,8,Windows 10,1.47,1920,1080,No,Intel,2.6,SSD,256,Intel,1725.0
Dell,Notebook,8,Windows 7,2.09,1920,1080,No,Intel,2.4,SSD,256,Intel,1062.95
HP,Notebook,8,Windows 10,1.64,1920,1080,No,Intel,2.5,SSD,256,Intel,1010.51
Lenovo,2 in 1 Convertible,4,Windows 10,1.8,1920,1080,Yes,Intel,2.5,SSD,256,Intel,847.0
Vero,Notebook,2,Windows 10,1.45,1366,768,No,Intel,1.44,Flash Storage,32,Intel,210.8
Toshiba,Notebook,16,Windows 10,2.4,1920,1080,No,Intel,2.5,SSD,256,Nvidia,1425.0
Lenovo,Notebook,8,Windows 10,2.3,1920,1080,No,Intel,2.3,SSD,256,Intel,1049.6
HP,Notebook,4,Windows 10,1.54,1920,1080,No,Intel,2.3,HDD,500,Intel,1000.0
HP,Notebook,8,Windows 10,1.84,1920,1080,No,Intel,2.4,"SSD, HDD",756,Intel,2103.34
HP,Notebook,8,Windows 7,1.43,1920,1080,No,Intel,2.3,SSD,256,Intel,1469.0
MSI,Gaming,16,Windows 10,3.78,1920,1080,No,Intel,2.7,"SSD, HDD",1280,Nvidia,1545.64
Lenovo,Gaming,16,Windows 10,4.6,1920,1080,No,Intel,2.6,"SSD, HDD",1152,Nvidia,2289.99
Asus,Netbook,4,Chrome OS,1.2,1366,768,No,Intel,1.6,Flash Storage,16,Intel,287.9
Lenovo,Notebook,16,Windows 7,1.1,2560,1440,No,Intel,2.6,SSD,256,Intel,2620.0
HP,Notebook,8,Windows 10,1.91,1920,1080,No,Intel,2.7,HDD,1024,Nvidia,979.0
Dell,2 in 1 Convertible,8,Windows 10,2.3,1920,1080,Yes,Intel,2.7,SSD,256,Intel,1094.0
HP,Notebook,4,Windows 10,2.04,1366,768,No,Intel,2.5,SSD,256,Intel,979.0
Dell,Ultrabook,16,Windows 10,1.2,3200,1800,Yes,Intel,2.7,SSD,1024,Intel,2254.0
HP,Notebook,4,Windows 10,2.31,1366,768,No,Intel,2.3,HDD,500,Intel,705.15
HP,Notebook,4,No OS,1.96,1366,768,No,Intel,2.5,HDD,500,Intel,499.0
Acer,Notebook,8,Windows 10,2.4,1366,768,No,AMD,2.2,HDD,1024,AMD,449.0
Dell,2 in 1 Convertible,12,Windows 10,1.6,1920,1080,Yes,Intel,2.7,SSD,256,Intel,1299.0
MSI,Gaming,16,Windows 10,2.94,1920,1080,No,Intel,2.6,"SSD, HDD",1280,Nvidia,1819.0
HP,Notebook,8,Windows 10,2.04,1920,1080,No,Intel,2.7,SSD,256,Intel,1070.0
Asus,Gaming,16,No OS,4.0,1920,1080,No,Intel,2.6,HDD,1024,Nvidia,998.0
Dell,Notebook,4,Windows 10,2.25,1920,1080,No,Intel,2.5,HDD,1024,Intel,559.0
Dell,Notebook,16,Windows 10,2.32,1920,1080,No,Intel,2.7,HDD,2048,AMD,989.99
MSI,Gaming,16,Windows 10,1.8,1920,1080,No,Intel,2.6,"SSD, HDD",1280,Nvidia,1929.0
Dell,Ultrabook,8,Windows 10,1.29,1920,1080,No,Intel,2.7,SSD,256,Intel,1458.0
Asus,Gaming,64,Windows 10,3.58,1920,1080,No,Intel,2.7,SSD,1024,Nvidia,3975.0
Dell,2 in 1 Convertible,8,Windows 10,1.62,1920,1080,Yes,Intel,2.5,SSD,256,Intel,798.01
Dell,Gaming,16,Windows 10,3.21,3840,2160,No,Intel,2.6,"SSD, HDD",1280,Nvidia,1329.0
Apple,Ultrabook,8,Mac OS X,0.92,2304,1440,No,Intel,1.1,Flash Storage,256,Intel,1300.0
Dell,Notebook,4,Windows 10,2.06,1366,768,No,Intel,2.3,HDD,500,Intel,481.98
HP,Notebook,4,Windows 10,2.31,1366,768,No,Intel,2.3,HDD,500,Intel,1199.0
HP,Ultrabook,8,Windows 7,1.26,1920,1080,No,Intel,2.3,SSD,256,Intel,1199.0
HP,Notebook,8,Windows 10,1.49,1920,1080,No,Intel,2.7,SSD,256,Intel,1090.0
Lenovo,Ultrabook,8,Windows 10,1.3,1920,1080,Yes,Intel,2.5,SSD,256,Intel,1713.49
Lenovo,Notebook,8,Windows 10,3.0,1600,900,No,Intel,2.3,HDD,1024,AMD,659.0
Lenovo,Notebook,4,Windows 10,2.3,1920,1080,No,Intel,2.3,HDD,1024,Nvidia,977.0
MSI,Gaming,16,Windows 10,3.78,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,2499.0
Lenovo,Notebook,4,Windows 10,2.1,1366,768,No,Intel,2.3,HDD,500,Intel,540.0
HP,Notebook,4,Windows 7,2.31,1920,1080,No,Intel,2.3,HDD,500,Intel,940.0
Lenovo,Ultrabook,8,Windows 10,0.99,2560,1440,Yes,Intel,1.2,SSD,512,Intel,1399.0
Lenovo,Gaming,32,Windows 10,4.6,1920,1080,No,Intel,2.7,"SSD, Hybrid",1536,Nvidia,3240.0
Lenovo,2 in 1 Convertible,4,Windows 10,0.69,1920,1200,Yes,Intel,1.44,Flash Storage,64,Intel,646.27
HP,Ultrabook,16,Windows 10,1.3,3840,2160,No,Intel,2.7,SSD,512,Intel,2049.0
Dell,Notebook,8,Windows 10,2.18,1920,1080,No,Intel,2.5,SSD,256,Intel,750.0
HP,Notebook,4,Windows 7,1.54,1920,1080,No,Intel,2.3,HDD,500,Intel,1030.99
HP,Workstation,8,Windows 7,1.9,1920,1080,No,Intel,2.5,SSD,256,AMD,1495.0
Lenovo,Notebook,8,Windows 7,1.7,1920,1080,No,Intel,2.3,SSD,180,Intel,1199.0
HP,Notebook,4,Chrome OS,1.29,3200,1800,No,Intel,1.5,Flash Storage,32,Intel,615.0
Acer,Notebook,4,Windows 10,2.4,1366,768,No,AMD,2.2,HDD,500,AMD,387.0
Dell,Notebook,4,Linux,2.2,1366,768,No,Intel,1.6,HDD,500,Intel,393.49
HP,Notebook,4,No OS,1.86,1366,768,No,Intel,2.0,HDD,1024,Intel,345.99
Asus,Gaming,8,Windows 10,2.7,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,1599.0
Dell,Ultrabook,4,Windows 10,1.4,1920,1080,No,Intel,1.6,SSD,256,AMD,818.35
HP,Netbook,4,Windows 7,2.4,1366,768,No,Intel,2.3,SSD,128,Intel,1599.0
Acer,Notebook,8,Windows 10,2.4,1920,1080,No,Intel,2.5,"SSD, HDD",1280,Nvidia,799.0
Dell,Notebook,8,Windows 10,2.36,1920,1080,No,Intel,2.5,HDD,1024,AMD,638.8
MSI,Gaming,8,Windows 10,2.6,1920,1080,No,Intel,2.6,SSD,256,Nvidia,1599.0
HP,Notebook,4,Windows 10,1.96,1366,768,No,Intel,1.6,HDD,1024,Intel,500.0
Asus,Gaming,16,Windows 10,4.3,1920,1080,No,Intel,2.6,"SSD, HDD",1152,Nvidia,2299.0
Dell,Ultrabook,4,Windows 7,1.5,1366,768,No,Intel,2.3,HDD,500,Intel,1135.15
Dell,Ultrabook,4,Windows 7,1.5,1366,768,No,Intel,2.3,SSD,128,Intel,1166.97
Acer,Notebook,4,Chrome OS,2.2,1366,768,No,Intel,1.5,SSD,16,Intel,209.0
HP,Workstation,8,Windows 7,3.0,1920,1080,No,Intel,2.6,HDD,1024,AMD,2899.0
Lenovo,Gaming,16,Windows 10,2.4,1920,1080,No,Intel,2.8,SSD,512,Nvidia,1199.0
Dell,Ultrabook,8,Windows 7,1.5,1366,768,No,Intel,2.3,SSD,256,Intel,1413.1
MSI,Gaming,8,Windows 10,2.9,1920,1080,No,Intel,2.6,"SSD, HDD",1152,Nvidia,1511.19
Lenovo,2 in 1 Convertible,4,Windows 10,2.1,1920,1080,Yes,Intel,2.3,SSD,256,Intel,867.0
HP,Notebook,4,Windows 10,2.1,1920,1080,No,AMD,2.5,HDD,1024,AMD,398.0
Asus,Gaming,16,Windows 10,2.59,1920,1080,No,Intel,2.6,"SSD, HDD",1152,Nvidia,1339.0
HP,Notebook,8,Windows 10,1.16,3200,1800,Yes,Intel,1.1,SSD,256,Intel,1699.0
Dell,Notebook,4,Windows 7,2.24,1366,768,No,Intel,2.3,HDD,500,AMD,769.15
Lenovo,Notebook,4,Windows 10,2.1,1366,768,No,Intel,2.0,SSD,128,Intel,429.0
HP,Ultrabook,8,Windows 10,1.16,1920,1080,No,Intel,2.5,SSD,512,Intel,1969.0
Lenovo,2 in 1 Convertible,4,Android,0.69,1920,1200,Yes,Intel,1.44,Flash Storage,64,Intel,549.0
Dell,Ultrabook,8,Windows 10,1.23,1920,1080,No,Intel,2.4,SSD,256,Intel,1379.0
Lenovo,Gaming,16,Windows 10,4.6,1920,1080,No,Intel,2.7,"SSD, Hybrid",1280,Nvidia,2749.99
Razer,Ultrabook,8,Windows 10,1.25,3840,2160,Yes,Intel,2.5,SSD,256,Intel,1029.0
Toshiba,Ultrabook,16,Windows 10,1.05,1920,1080,No,Intel,2.7,SSD,512,Intel,2226.0
Asus,Gaming,8,Windows 10,3.52,1920,1080,No,Intel,2.6,"SSD, HDD",1152,Nvidia,1312.49
Vero,Notebook,4,Windows 10,1.35,1920,1080,No,Intel,1.44,Flash Storage,32,Intel,196.0
HP,Notebook,8,Windows 10,1.16,1920,1080,No,Intel,2.3,SSD,256,Intel,1690.0
HP,Notebook,8,Windows 7,1.43,1920,1080,No,Intel,2.3,SSD,256,Intel,1513.0
Dell,Notebook,4,Linux,2.09,1366,768,No,Intel,2.3,HDD,500,Intel,523.63
Asus,Notebook,4,Windows 10,2.0,1366,768,No,Intel,2.4,HDD,1024,Intel,435.0
Lenovo,2 in 1 Convertible,8,Windows 10,1.8,1920,1080,Yes,Intel,2.5,SSD,256,Intel,1669.0
Lenovo,2 in 1 Convertible,4,Windows 10,0.69,1920,1200,Yes,Intel,1.44,Flash Storage,64,Intel,479.0
HP,Ultrabook,8,Windows 7,1.26,1366,768,No,Intel,2.4,SSD,256,Intel,1895.0
Lenovo,Gaming,8,No OS,2.4,1920,1080,No,Intel,2.5,"SSD, HDD",1152,Nvidia,989.0
HP,Gaming,8,Windows 10,3.35,1920,1080,No,Intel,2.3,"SSD, HDD",1152,Nvidia,1129.0
HP,Notebook,8,Windows 10,2.04,1366,768,No,Intel,2.7,HDD,2048,Intel,629.0
Lenovo,2 in 1 Convertible,8,Windows 7,1.8,1920,1080,Yes,Intel,2.6,SSD,512,Nvidia,2050.38
Asus,Notebook,4,Windows 10,1.5,1366,768,No,Intel,1.1,Flash Storage,32,Intel,278.0
HP,Ultrabook,8,Windows 10,1.84,1920,1080,No,Intel,2.7,SSD,256,Intel,752.0
Acer,Notebook,4,Windows 10,2.23,1920,1080,No,Intel,2.5,HDD,1024,Nvidia,616.0
Lenovo,Notebook,16,Windows 10,2.5,1920,1080,No,Intel,2.5,Hybrid,1024,AMD,1099.0
HP,Workstation,8,Windows 7,3.0,1920,1080,No,Intel,2.6,SSD,256,Nvidia,3949.4
Dell,Notebook,8,Windows 10,2.5,1366,768,No,Intel,2.5,HDD,1024,AMD,784.0
MSI,Gaming,16,Windows 10,3.78,1920,1080,No,Intel,2.7,"SSD, HDD",1280,Nvidia,2399.0
HP,Ultrabook,8,Windows 7,1.88,1920,1080,No,Intel,2.5,SSD,256,Intel,2171.72
Lenovo,2 in 1 Convertible,16,Windows 10,2.8,2560,1440,Yes,Intel,2.6,SSD,512,Intel,2440.0
MSI,Gaming,8,Windows 10,2.4,1920,1080,No,Intel,2.8,"SSD, HDD",1152,Nvidia,1142.8
HP,2 in 1 Convertible,8,Windows 10,1.48,1920,1080,Yes,Intel,2.4,SSD,256,Intel,1629.0
HP,Workstation,8,Windows 7,2.59,1920,1080,No,Intel,2.6,SSD,256,Nvidia,2229.0
HP,2 in 1 Convertible,8,Windows 10,1.48,2560,1440,Yes,Intel,2.6,SSD,256,Intel,1799.0
HP,Workstation,8,Windows 7,2.0,1920,1080,No,Intel,2.6,SSD,256,Nvidia,1899.0
HP,Ultrabook,8,Windows 7,1.26,1920,1080,No,Intel,2.5,SSD,256,Intel,2296.95
Dell,Notebook,8,Windows 10,2.18,1920,1080,No,Intel,2.7,SSD,256,Nvidia,1009.9
HP,Notebook,8,Windows 7,1.88,1920,1080,No,Intel,2.3,SSD,256,Intel,1579.0
Lenovo,2 in 1 Convertible,8,Windows 10,1.27,2560,1440,Yes,Intel,2.5,SSD,256,Intel,2339.0
Lenovo,Notebook,4,No OS,1.9,1366,768,No,Intel,2.0,HDD,1024,Intel,339.0
HP,Notebook,4,Windows 10,1.86,1366,768,No,AMD,1.8,HDD,500,AMD,297.0
Lenovo,Notebook,8,No OS,2.32,1920,1080,No,Intel,2.3,HDD,1024,AMD,599.0
Dell,Gaming,8,Windows 10,2.62,1920,1080,No,Intel,2.8,HDD,1024,Nvidia,1199.0
Dell,Notebook,8,Windows 10,2.04,3840,2160,Yes,Intel,2.3,SSD,256,Nvidia,2250.68
HP,Notebook,4,Windows 10,1.91,1920,1080,No,AMD,2.5,SSD,256,AMD,478.89
MSI,Gaming,16,Windows 10,2.7,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,1492.8
Lenovo,Ultrabook,12,Windows 7,1.4,1920,1080,No,Intel,2.6,SSD,512,Intel,2299.0
Lenovo,Notebook,8,Windows 10,2.5,1920,1080,No,Intel,2.3,Hybrid,1024,AMD,788.49
HP,2 in 1 Convertible,8,Windows 10,1.48,2560,1440,Yes,Intel,2.6,SSD,512,Intel,2041.0
Lenovo,Ultrabook,8,Windows 7,1.7,1920,1080,No,Intel,2.6,SSD,256,Intel,1499.0
MSI,Gaming,16,Windows 10,1.7,1920,1080,No,Intel,2.6,"SSD, HDD",1280,Nvidia,1769.0
HP,Gaming,8,Windows 10,2.62,1920,1080,No,Intel,2.8,HDD,1024,Nvidia,899.0
Lenovo,Notebook,8,Windows 10,2.2,1366,768,No,Intel,2.0,HDD,1024,Intel,459.0
HP,Notebook,4,No OS,2.1,1366,768,No,Intel,2.3,HDD,500,Intel,476.99
Dell,Gaming,8,Windows 10,2.62,3840,2160,No,Intel,2.8,"SSD, HDD",1152,Nvidia,1498.0
Lenovo,Notebook,8,Windows 10,1.95,1920,1080,No,Intel,2.5,SSD,256,Intel,1390.0
Lenovo,Notebook,4,Windows 10,2.2,1920,1080,No,Intel,2.0,HDD,1024,Nvidia,468.0
HP,Notebook,2,Windows 10,1.44,1366,768,No,Intel,1.6,Flash Storage,32,Intel,249.0
MSI,Gaming,8,Windows 10,2.2,1920,1080,No,Intel,2.7,HDD,1024,Nvidia,839.0
HP,Notebook,8,Windows 10,1.96,1920,1080,No,Intel,2.5,SSD,256,Intel,679.0
HP,Notebook,16,Windows 10,2.1,1920,1080,No,Intel,1.8,SSD,512,Intel,1159.0
Asus,Notebook,4,Windows 10,2.2,1366,768,No,Intel,1.6,HDD,500,Intel,369.0
Lenovo,Notebook,4,No OS,2.1,1366,768,No,Intel,2.3,HDD,500,Intel,398.0
Lenovo,Notebook,8,No OS,2.2,1920,1080,No,Intel,2.7,HDD,1024,Nvidia,709.0
Asus,Notebook,4,Windows 10,2.0,1920,1080,No,Intel,2.4,SSD,256,Intel,769.0
Lenovo,Notebook,4,Windows 7,2.32,1920,1080,No,Intel,2.5,Hybrid,1024,Intel,825.0
Lenovo,Gaming,16,Windows 10,3.31,1920,1080,No,Intel,2.6,SSD,512,Nvidia,1305.0
MSI,Gaming,16,Windows 10,1.91,1920,1080,No,Intel,2.6,"SSD, HDD",1152,Nvidia,2153.37
HP,Notebook,4,Windows 10,2.07,1366,768,No,Intel,2.3,HDD,500,Intel,650.0
Lenovo,2 in 1 Convertible,8,Windows 10,1.36,2560,1440,Yes,Intel,2.3,SSD,256,Intel,1637.0
Lenovo,Ultrabook,6,Windows 10,1.54,1920,1080,No,Intel,2.7,SSD,256,Nvidia,831.0
Dell,Notebook,8,Linux,1.98,1920,1080,No,Intel,2.7,SSD,256,Nvidia,895.01
Acer,Notebook,4,Windows 10,2.1,1366,768,No,Intel,2.0,HDD,500,Intel,333.0
HP,Notebook,6,Windows 10,2.18,1920,1080,No,Intel,2.6,HDD,1024,Nvidia,799.0
Asus,Gaming,8,Windows 10,2.592,1920,1080,No,Intel,2.6,"SSD, HDD",1280,Nvidia,909.0
Dell,2 in 1 Convertible,16,Windows 10,2.09,1920,1080,Yes,Intel,2.7,SSD,512,Intel,1179.0
Acer,Notebook,4,Windows 10,2.23,1920,1080,No,Intel,2.5,SSD,256,Nvidia,691.0
Dell,Ultrabook,8,Linux,1.23,3200,1800,Yes,Intel,2.4,SSD,256,Intel,1099.0
Acer,Gaming,16,Windows 10,4.2,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,2599.0
Lenovo,Gaming,8,Windows 10,2.4,1920,1080,No,Intel,2.5,HDD,1024,Nvidia,819.0
Samsung,2 in 1 Convertible,4,Chrome OS,1.15,2400,1600,Yes,Samsung,2.0,Flash Storage,32,ARM,659.0
HP,Notebook,4,Windows 10,1.86,1366,768,No,Intel,2.5,HDD,500,Intel,485.0
Apple,Ultrabook,8,Mac OS X,0.92,2304,1440,No,Intel,1.1,Flash Storage,256,Intel,1163.0
Dell,2 in 1 Convertible,8,Windows 10,1.6,1920,1080,Yes,Intel,2.5,SSD,256,Intel,1199.0
HP,Notebook,12,Windows 10,2.21,1920,1080,No,Intel,2.8,"SSD, HDD",1152,Nvidia,1327.0
Lenovo,Notebook,4,No OS,1.9,1366,768,No,Intel,2.0,HDD,1024,AMD,368.0
Asus,Gaming,16,Windows 10,4.3,1920,1080,No,Intel,2.6,"SSD, HDD",1536,Nvidia,2150.0
Acer,Notebook,4,Linux,2.1,1366,768,No,Intel,2.0,HDD,1024,Intel,272.0
MSI,Gaming,16,Windows 10,2.43,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,2048.9
Dell,Notebook,4,Windows 10,2.3,1366,768,No,Intel,2.0,SSD,128,AMD,499.0
Lenovo,Notebook,8,No OS,2.2,1366,768,No,Intel,2.5,HDD,500,Nvidia,629.0
Dell,2 in 1 Convertible,16,Windows 10,2.0,1920,1080,Yes,Intel,1.8,SSD,512,Intel,1285.0
Dell,Ultrabook,16,Windows 10,1.2,3200,1800,Yes,Intel,2.7,SSD,512,Intel,2680.0
Asus,Gaming,8,Windows 10,2.2,1920,1080,No,Intel,2.6,HDD,1024,Nvidia,1169.0
Dell,Notebook,8,Windows 10,2.36,1920,1080,No,Intel,2.5,SSD,256,AMD,889.0
HP,Notebook,8,Windows 10,1.91,1366,768,No,Intel,2.5,SSD,256,Intel,579.0
Lenovo,Notebook,4,Windows 10,2.2,1366,768,No,AMD,2.2,HDD,500,AMD,299.0
Acer,Notebook,8,Windows 10,3.3,1600,900,No,Intel,2.0,HDD,1024,Nvidia,629.0
Asus,Gaming,16,Windows 10,2.2,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,2449.0
Apple,Ultrabook,8,Mac OS X,0.92,2304,1440,No,Intel,1.2,Flash Storage,512,Intel,1279.0
Asus,Notebook,16,Windows 10,2.2,1920,1080,No,Intel,2.8,"SSD, HDD",1152,Nvidia,1749.0
MSI,Gaming,16,Windows 10,2.43,1920,1080,No,Intel,2.6,"SSD, HDD",1280,Nvidia,1948.99
Dell,2 in 1 Convertible,8,Windows 10,2.191,1920,1080,Yes,Intel,2.5,SSD,256,Intel,999.0
Asus,Gaming,16,Windows 10,2.9,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,1949.0
Acer,Netbook,2,Chrome OS,1.3,1366,768,No,Intel,1.5,SSD,32,Intel,174.0
Acer,Notebook,4,Windows 10,3.3,1600,900,No,Intel,2.0,HDD,1024,Nvidia,598.0
Lenovo,Notebook,8,No OS,2.8,1600,900,No,Intel,2.5,HDD,1024,Intel,539.0
Lenovo,Gaming,8,Windows 10,2.6,1920,1080,No,Intel,2.6,"SSD, HDD",1152,Nvidia,1272.0
Acer,2 in 1 Convertible,8,Windows 10,1.2,1920,1080,Yes,Intel,1.3,SSD,256,Intel,1149.0
Lenovo,Notebook,8,Windows 10,2.3,1920,1080,No,Intel,2.6,SSD,256,Intel,1529.0
MSI,Gaming,8,Windows 10,2.2,1920,1080,No,Intel,2.6,"SSD, HDD",1152,Nvidia,1476.11
HP,Notebook,6,Windows 10,2.1,1920,1080,No,AMD,2.7,HDD,1024,AMD,529.0
Dell,Ultrabook,8,Windows 7,1.26,1920,1080,Yes,Intel,2.4,SSD,256,Intel,1713.37
Dell,2 in 1 Convertible,4,Windows 10,2.08,1920,1080,Yes,Intel,2.4,HDD,500,Intel,509.0
Asus,Notebook,4,Windows 10,2.65,1366,768,No,Intel,1.6,HDD,1024,Intel,309.0
Dell,Ultrabook,8,Windows 10,1.29,3200,1800,Yes,Intel,2.7,SSD,256,Intel,1477.0
Dell,Notebook,4,Linux,2.18,1366,768,No,Intel,2.5,HDD,1024,Intel,521.86
Lenovo,Gaming,16,Windows 10,2.6,1920,1080,Yes,Intel,2.6,"SSD, HDD",1152,Nvidia,1029.0
MSI,Gaming,8,Windows 10,2.2,1920,1080,No,Intel,2.8,"SSD, HDD",1152,Nvidia,1149.0
Lenovo,Netbook,16,Windows 10,1.3,1920,1080,Yes,Intel,2.5,SSD,512,Intel,1650.0
Razer,Gaming,16,Windows 10,1.95,1920,1080,No,Intel,2.8,SSD,1024,Nvidia,3499.0
Dell,Notebook,8,Windows 10,2.3,1366,768,Yes,Intel,2.4,HDD,1024,Intel,469.01
MSI,Gaming,16,Windows 10,2.7,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,1598.0
Apple,Ultrabook,4,Mac OS X,1.08,1366,768,No,Intel,1.6,Flash Storage,256,Intel,959.0
HP,Notebook,4,Windows 10,2.1,1920,1080,No,Intel,2.0,HDD,1024,Intel,478.0
HP,Ultrabook,8,Windows 7,1.54,2560,1440,No,Intel,2.5,SSD,256,Intel,2198.19
Dell,Notebook,4,Windows 7,2.24,1366,768,No,Intel,2.3,HDD,500,Intel,737.0
MSI,Gaming,8,Windows 10,2.3,1920,1080,No,Intel,2.6,"SSD, HDD",1152,Nvidia,1169.0
Lenovo,Notebook,16,Windows 10,1.4,1920,1080,No,Intel,2.7,SSD,512,Intel,1499.0
Lenovo,Notebook,6,Windows 10,2.2,1920,1080,No,AMD,3.6,SSD,256,AMD,597.57
Asus,Ultrabook,8,Windows 10,1.45,1920,1080,No,Intel,2.5,SSD,256,Intel,1280.0
Acer,Notebook,4,Linux,2.4,1366,768,No,Intel,2.0,HDD,500,Intel,361.8
Dell,2 in 1 Convertible,16,Windows 10,2.77,1920,1080,Yes,Intel,2.7,SSD,512,Nvidia,1799.0
HP,Notebook,4,Windows 7,1.54,1920,1080,No,Intel,2.3,SSD,256,Intel,1099.99
Asus,Gaming,16,Windows 10,2.5,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,1600.0
Dell,Notebook,4,Windows 10,1.6,1366,768,No,Intel,2.5,HDD,500,Intel,875.0
Asus,Gaming,16,Windows 10,2.34,1920,1080,No,Intel,2.6,"SSD, HDD",1280,Nvidia,2325.0
Lenovo,Notebook,8,No OS,2.3,1920,1080,No,Intel,2.5,SSD,256,Intel,573.0
Dell,2 in 1 Convertible,8,Windows 10,1.24,3200,1800,Yes,Intel,1.2,SSD,256,Intel,1813.0
Dell,Notebook,4,Linux,2.2,1366,768,No,Intel,1.6,HDD,500,Intel,324.0
HP,Notebook,4,Windows 10,1.86,1366,768,No,AMD,2.5,HDD,500,AMD,399.0
Lenovo,Notebook,6,Windows 10,2.4,1920,1080,No,Intel,2.3,SSD,128,Nvidia,569.0
Lenovo,Notebook,8,Windows 10,1.9,1920,1080,No,Intel,2.3,SSD,256,Intel,1072.0
Dell,Notebook,4,Windows 10,2.2,1366,768,No,Intel,1.6,HDD,500,Intel,443.99
Asus,Notebook,4,Windows 10,2.0,1366,768,No,Intel,1.1,HDD,1024,Intel,339.0
Asus,Gaming,16,Windows 10,4.0,1920,1080,No,Intel,2.6,"SSD, HDD",1152,Nvidia,1900.0
Dell,Notebook,4,Windows 10,2.29,1366,768,No,Intel,2.0,HDD,500,Intel,490.0
Lenovo,Notebook,8,Windows 7,2.32,1920,1080,No,Intel,2.5,Hybrid,1024,AMD,895.0
MSI,Gaming,8,Windows 10,2.4,1920,1080,No,Intel,2.6,"SSD, HDD",1152,Nvidia,1229.0
Lenovo,2 in 1 Convertible,4,Windows 10,1.8,1920,1080,Yes,Intel,2.3,SSD,128,Intel,833.01
Asus,Ultrabook,8,Windows 10,1.2,1920,1080,No,Intel,0.9,SSD,512,Intel,729.0
Dell,Notebook,6,Windows 10,2.3,1366,768,No,Intel,2.4,HDD,1024,Intel,459.0
Acer,Notebook,4,Linux,2.4,1366,768,No,Intel,1.6,HDD,500,Intel,289.0
Dell,Notebook,2,Windows 10,2.2,1366,768,No,Intel,1.6,HDD,500,Intel,379.0
Lenovo,Notebook,8,Windows 10,2.6,1920,1080,No,Intel,2.6,HDD,1024,Nvidia,899.0
HP,Notebook,6,Windows 10,2.04,1920,1080,No,AMD,2.9,Hybrid,1024,AMD,549.99
Dell,Notebook,8,Linux,2.3,1366,768,No,Intel,2.7,HDD,1024,AMD,805.99
HP,Netbook,2,Windows 10,1.17,1366,768,No,Intel,1.6,Flash Storage,32,Intel,209.0
Asus,Notebook,4,Windows 10,2.2,1366,768,No,Intel,2.5,HDD,500,Nvidia,720.32
